,0,1,file_path,target,index,target_regression,target_classification,kfold,type
3749,NR,1.0,../data/train/NR/2.5039000511169434__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev286;1.png,1.0_1,,1.0,1,2.0,
3750,NR,6.0,../data/train/NR/-2.7011001110076904__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev176;1.png,6.0_1,,6.0,1,0.0,
3751,NR,6.0,../data/train/NR/2.0144999027252197__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev460;1.png,6.0_1,,6.0,1,2.0,
3752,NR,1.0,../data/train/NR/-0.0843999981880188__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev577;1.png,1.0_1,,1.0,1,0.0,
3753,NR,20.0,../data/train/NR/-2.510699987411499__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev524;1.png,20.0_1,,20.0,1,0.0,
3754,NR,1.0,../data/train/NR/0.8651999831199646__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev190;1.png,1.0_1,,1.0,1,0.0,
3755,NR,1.0,../data/train/NR/2.5283000469207764__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev818;1.png,1.0_1,,1.0,1,0.0,
3756,NR,1.0,../data/train/NR/0.3292999863624573__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev936;1.png,1.0_1,,1.0,1,2.0,
3757,NR,6.0,../data/train/NR/-0.4814000129699707__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev422;1.png,6.0_1,,6.0,1,2.0,
3758,NR,6.0,../data/train/NR/-1.468400001525879__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev143;1.png,6.0_1,,6.0,1,2.0,
3759,NR,6.0,../data/train/NR/-0.835099995136261__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev228;1.png,6.0_1,,6.0,1,0.0,
3760,NR,20.0,../data/train/NR/-1.8210999965667725__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev549;1.png,20.0_1,,20.0,1,2.0,
3761,NR,20.0,../data/train/NR/2.7848000526428223__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev248;1.png,20.0_1,,20.0,1,2.0,
3762,NR,20.0,../data/train/NR/-1.7518999576568604__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev148;1.png,20.0_1,,20.0,1,1.0,
3763,NR,6.0,../data/train/NR/-3.069000005722046__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev610;1.png,6.0_1,,6.0,1,0.0,
3764,NR,6.0,../data/train/NR/2.930999994277954__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev130;1.png,6.0_1,,6.0,1,1.0,
3765,NR,20.0,../data/train/NR/-2.3445000648498535__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev887;1.png,20.0_1,,20.0,1,0.0,
3766,NR,6.0,../data/train/NR/2.3268001079559326__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev220;1.png,6.0_1,,6.0,1,2.0,
3767,NR,1.0,../data/train/NR/-0.6547999978065491__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev801;1.png,1.0_1,,1.0,1,2.0,
3768,NR,6.0,../data/train/NR/3.0311999320983887__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev633;1.png,6.0_1,,6.0,1,0.0,
3769,NR,20.0,../data/train/NR/-2.4565999507904053__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev491;1.png,20.0_1,,20.0,1,1.0,
3770,NR,6.0,../data/train/NR/1.704300045967102__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev942;1.png,6.0_1,,6.0,1,1.0,
3771,NR,1.0,../data/train/NR/-2.0687999725341797__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev634;1.png,1.0_1,,1.0,1,2.0,
3772,NR,1.0,../data/train/NR/-3.0797998905181885__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev626;1.png,1.0_1,,1.0,1,1.0,
3773,NR,6.0,../data/train/NR/1.343500018119812__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev811;1.png,6.0_1,,6.0,1,2.0,
3774,NR,1.0,../data/train/NR/-1.3193000555038452__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev946;1.png,1.0_1,,1.0,1,2.0,
3775,NR,20.0,../data/train/NR/1.0925999879837036__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev912;1.png,20.0_1,,20.0,1,1.0,
3776,NR,1.0,../data/train/NR/1.5146000385284424__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev927;1.png,1.0_1,,1.0,1,1.0,
3777,NR,20.0,../data/train/NR/-1.0098999738693237__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev750;1.png,20.0_1,,20.0,1,2.0,
3778,NR,6.0,../data/train/NR/1.23989999294281__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev224;1.png,6.0_1,,6.0,1,2.0,
3779,NR,20.0,../data/train/NR/-0.2856000065803528__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev351;1.png,20.0_1,,20.0,1,2.0,
3780,NR,1.0,../data/train/NR/-0.19900000095367432__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev713;1.png,1.0_1,,1.0,1,0.0,
3781,NR,1.0,../data/train/NR/-0.8618999719619751__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev426;1.png,1.0_1,,1.0,1,2.0,
3782,NR,6.0,../data/train/NR/2.9344000816345215__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev294;1.png,6.0_1,,6.0,1,1.0,
3783,NR,1.0,../data/train/NR/0.5952000021934509__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev666;1.png,1.0_1,,1.0,1,0.0,
3784,NR,1.0,../data/train/NR/-2.7578001022338867__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev122;1.png,1.0_1,,1.0,1,1.0,
3785,NR,20.0,../data/train/NR/-0.5666000247001648__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev187;1.png,20.0_1,,20.0,1,0.0,
3786,NR,20.0,../data/train/NR/1.9294999837875366__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev237;1.png,20.0_1,,20.0,1,2.0,
3787,NR,20.0,../data/train/NR/-2.3341000080108643__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev196;1.png,20.0_1,,20.0,1,2.0,
3788,NR,20.0,../data/train/NR/-0.8848000168800354__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev307;1.png,20.0_1,,20.0,1,2.0,
3789,NR,20.0,../data/train/NR/1.5729999542236328__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev147;1.png,20.0_1,,20.0,1,2.0,
3790,NR,1.0,../data/train/NR/-0.6740000247955322__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev852;1.png,1.0_1,,1.0,1,2.0,
3791,NR,1.0,../data/train/NR/0.8565000295639038__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev538;1.png,1.0_1,,1.0,1,0.0,
3792,NR,6.0,../data/train/NR/-1.7454999685287476__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev463;1.png,6.0_1,,6.0,1,1.0,
3793,NR,6.0,../data/train/NR/-0.17170000076293945__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev571;1.png,6.0_1,,6.0,1,0.0,
3794,NR,20.0,../data/train/NR/-2.890700101852417__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev995;1.png,20.0_1,,20.0,1,0.0,
3795,NR,20.0,../data/train/NR/1.8696000576019287__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev287;1.png,20.0_1,,20.0,1,0.0,
3796,NR,6.0,../data/train/NR/-1.3473999500274658__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev437;1.png,6.0_1,,6.0,1,1.0,
3797,NR,20.0,../data/train/NR/-2.362600088119507__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev568;1.png,20.0_1,,20.0,1,0.0,
3798,NR,1.0,../data/train/NR/1.6461000442504883__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev287;1.png,1.0_1,,1.0,1,2.0,
3799,NR,1.0,../data/train/NR/2.49780011177063__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev240;1.png,1.0_1,,1.0,1,0.0,
3800,NR,6.0,../data/train/NR/-0.6940000057220459__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev163;1.png,6.0_1,,6.0,1,0.0,
3801,NR,1.0,../data/train/NR/2.225399971008301__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev688;1.png,1.0_1,,1.0,1,2.0,
3802,NR,20.0,../data/train/NR/0.4618000090122223__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev228;1.png,20.0_1,,20.0,1,1.0,
3803,NR,6.0,../data/train/NR/2.692699909210205__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev961;1.png,6.0_1,,6.0,1,1.0,
3804,NR,20.0,../data/train/NR/0.22849999368190765__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev290;1.png,20.0_1,,20.0,1,2.0,
3805,NR,1.0,../data/train/NR/0.9075999855995178__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev195;1.png,1.0_1,,1.0,1,0.0,
3806,NR,6.0,../data/train/NR/-0.6362000107765198__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev386;1.png,6.0_1,,6.0,1,0.0,
3807,NR,1.0,../data/train/NR/-2.0185000896453857__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev571;1.png,1.0_1,,1.0,1,1.0,
3808,NR,6.0,../data/train/NR/-1.924299955368042__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev585;1.png,6.0_1,,6.0,1,1.0,
3809,NR,20.0,../data/train/NR/-1.6794999837875366__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev836;1.png,20.0_1,,20.0,1,1.0,
3810,NR,1.0,../data/train/NR/2.1684000492095947__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev938;1.png,1.0_1,,1.0,1,0.0,
3811,NR,1.0,../data/train/NR/-0.48030000925064087__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev605;1.png,1.0_1,,1.0,1,1.0,
3812,NR,1.0,../data/train/NR/-2.390199899673462__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev955;1.png,1.0_1,,1.0,1,0.0,
3813,NR,20.0,../data/train/NR/-0.3903000056743622__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev861;1.png,20.0_1,,20.0,1,1.0,
3814,NR,20.0,../data/train/NR/-2.892699956893921__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev139;1.png,20.0_1,,20.0,1,1.0,
3815,NR,20.0,../data/train/NR/0.9120000004768372__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev205;1.png,20.0_1,,20.0,1,1.0,
3816,NR,20.0,../data/train/NR/-2.797800064086914__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev646;1.png,20.0_1,,20.0,1,2.0,
3817,NR,1.0,../data/train/NR/-2.257699966430664__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev429;1.png,1.0_1,,1.0,1,1.0,
3818,NR,1.0,../data/train/NR/0.11479999870061874__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev908;1.png,1.0_1,,1.0,1,1.0,
3819,NR,1.0,../data/train/NR/-0.9214000105857849__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev377;1.png,1.0_1,,1.0,1,2.0,
3820,NR,20.0,../data/train/NR/-0.09619999676942825__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev860;1.png,20.0_1,,20.0,1,1.0,
3821,NR,6.0,../data/train/NR/2.580699920654297__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev952;1.png,6.0_1,,6.0,1,1.0,
3822,NR,1.0,../data/train/NR/-0.7480000257492065__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev241;1.png,1.0_1,,1.0,1,1.0,
3823,NR,1.0,../data/train/NR/0.5967000126838684__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev746;1.png,1.0_1,,1.0,1,2.0,
3824,NR,20.0,../data/train/NR/-2.4602999687194824__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev903;1.png,20.0_1,,20.0,1,0.0,
3825,NR,20.0,../data/train/NR/0.36800000071525574__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev499;1.png,20.0_1,,20.0,1,2.0,
3826,NR,1.0,../data/train/NR/-2.0815000534057617__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev955;1.png,1.0_1,,1.0,1,2.0,
3827,NR,6.0,../data/train/NR/-2.4697999954223633__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev807;1.png,6.0_1,,6.0,1,1.0,
3828,NR,1.0,../data/train/NR/2.475399971008301__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev916;1.png,1.0_1,,1.0,1,1.0,
3829,NR,20.0,../data/train/NR/0.8511999845504761__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev919;1.png,20.0_1,,20.0,1,1.0,
3830,NR,1.0,../data/train/NR/-1.385699987411499__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev416;1.png,1.0_1,,1.0,1,2.0,
3831,NR,20.0,../data/train/NR/1.3467999696731567__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev599;1.png,20.0_1,,20.0,1,1.0,
3832,NR,20.0,../data/train/NR/-3.1105000972747803__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev997;1.png,20.0_1,,20.0,1,1.0,
3833,NR,20.0,../data/train/NR/-1.038699984550476__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev591;1.png,20.0_1,,20.0,1,2.0,
3834,NR,20.0,../data/train/NR/-2.746500015258789__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev879;1.png,20.0_1,,20.0,1,2.0,
3835,NR,20.0,../data/train/NR/-0.4163999855518341__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev899;1.png,20.0_1,,20.0,1,1.0,
3836,NR,20.0,../data/train/NR/2.5613999366760254__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev689;1.png,20.0_1,,20.0,1,2.0,
3837,NR,1.0,../data/train/NR/-2.5532000064849854__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev263;1.png,1.0_1,,1.0,1,2.0,
3838,NR,6.0,../data/train/NR/2.3863000869750977__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev221;1.png,6.0_1,,6.0,1,1.0,
3839,NR,1.0,../data/train/NR/-1.103700041770935__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev973;1.png,1.0_1,,1.0,1,1.0,
3840,NR,6.0,../data/train/NR/0.8521999716758728__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev117;1.png,6.0_1,,6.0,1,1.0,
3841,NR,1.0,../data/train/NR/2.2971999645233154__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev799;1.png,1.0_1,,1.0,1,1.0,
3842,NR,1.0,../data/train/NR/-1.8870999813079834__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev881;1.png,1.0_1,,1.0,1,1.0,
3843,NR,20.0,../data/train/NR/0.011699999682605267__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev356;1.png,20.0_1,,20.0,1,1.0,
3844,NR,1.0,../data/train/NR/-2.9855000972747803__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev576;1.png,1.0_1,,1.0,1,2.0,
3845,NR,1.0,../data/train/NR/0.6114000082015991__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev740;1.png,1.0_1,,1.0,1,0.0,
3846,NR,20.0,../data/train/NR/-0.8314999938011169__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev985;1.png,20.0_1,,20.0,1,0.0,
3847,NR,6.0,../data/train/NR/0.030400000512599945__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev648;1.png,6.0_1,,6.0,1,0.0,
3848,NR,1.0,../data/train/NR/0.5796999931335449__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev802;1.png,1.0_1,,1.0,1,1.0,
3849,NR,1.0,../data/train/NR/2.414099931716919__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev276;1.png,1.0_1,,1.0,1,0.0,
3850,NR,1.0,../data/train/NR/2.146399974822998__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev439;1.png,1.0_1,,1.0,1,2.0,
3851,NR,20.0,../data/train/NR/0.20010000467300415__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev949;1.png,20.0_1,,20.0,1,2.0,
3852,NR,6.0,../data/train/NR/-1.3118000030517578__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev749;1.png,6.0_1,,6.0,1,1.0,
3853,NR,1.0,../data/train/NR/1.345900058746338__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev992;1.png,1.0_1,,1.0,1,1.0,
3854,NR,20.0,../data/train/NR/-1.9347000122070312__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev415;1.png,20.0_1,,20.0,1,2.0,
3855,NR,1.0,../data/train/NR/-0.8938999772071838__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev541;1.png,1.0_1,,1.0,1,1.0,
3856,NR,6.0,../data/train/NR/0.06239999830722809__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev171;1.png,6.0_1,,6.0,1,1.0,
3857,NR,6.0,../data/train/NR/-2.9195001125335693__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev568;1.png,6.0_1,,6.0,1,1.0,
3858,NR,6.0,../data/train/NR/-0.7831000089645386__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev997;1.png,6.0_1,,6.0,1,0.0,
3859,NR,1.0,../data/train/NR/1.7705999612808228__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev873;1.png,1.0_1,,1.0,1,1.0,
3860,NR,1.0,../data/train/NR/-0.8040000200271606__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev879;1.png,1.0_1,,1.0,1,2.0,
3861,NR,1.0,../data/train/NR/0.8751999735832214__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev817;1.png,1.0_1,,1.0,1,0.0,
3862,NR,1.0,../data/train/NR/-0.9663000106811523__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev996;1.png,1.0_1,,1.0,1,0.0,
3863,NR,20.0,../data/train/NR/2.8192999362945557__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev259;1.png,20.0_1,,20.0,1,2.0,
3864,NR,6.0,../data/train/NR/-2.5947000980377197__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev171;1.png,6.0_1,,6.0,1,0.0,
3865,NR,1.0,../data/train/NR/1.0985000133514404__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev293;1.png,1.0_1,,1.0,1,0.0,
3866,NR,6.0,../data/train/NR/-2.2753000259399414__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev268;1.png,6.0_1,,6.0,1,1.0,
3867,NR,1.0,../data/train/NR/0.8974000215530396__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev413;1.png,1.0_1,,1.0,1,2.0,
3868,NR,1.0,../data/train/NR/-0.24779999256134033__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev656;1.png,1.0_1,,1.0,1,1.0,
3869,NR,6.0,../data/train/NR/2.7894999980926514__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev690;1.png,6.0_1,,6.0,1,0.0,
3870,NR,6.0,../data/train/NR/-0.38929998874664307__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev920;1.png,6.0_1,,6.0,1,2.0,
3871,NR,20.0,../data/train/NR/3.1214001178741455__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev595;1.png,20.0_1,,20.0,1,0.0,
3872,NR,1.0,../data/train/NR/2.511899948120117__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev384;1.png,1.0_1,,1.0,1,0.0,
3873,NR,20.0,../data/train/NR/2.8754000663757324__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev902;1.png,20.0_1,,20.0,1,1.0,
3874,NR,20.0,../data/train/NR/-2.9007999897003174__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev359;1.png,20.0_1,,20.0,1,0.0,
3875,NR,20.0,../data/train/NR/0.1784999966621399__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev752;1.png,20.0_1,,20.0,1,0.0,
3876,NR,20.0,../data/train/NR/2.1415998935699463__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev548;1.png,20.0_1,,20.0,1,0.0,
3877,NR,20.0,../data/train/NR/1.1205999851226807__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev465;1.png,20.0_1,,20.0,1,2.0,
3878,NR,1.0,../data/train/NR/-1.0377000570297241__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev873;1.png,1.0_1,,1.0,1,2.0,
3879,NR,1.0,../data/train/NR/1.3432999849319458__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev904;1.png,1.0_1,,1.0,1,0.0,
3880,NR,1.0,../data/train/NR/1.357100009918213__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev922;1.png,1.0_1,,1.0,1,2.0,
